id,min,eng
25752,"Restoran ko indak sakadar tampek makan biaso, tapi bisa lo dijadian tampek wisata. Lokasinyo sangaik dingin, tampeknyo rancak lo, nyaman, jo pamandangan nan eye catching. Menu nan disadioan juo baragam  jo raso nan lamak. Indak paralu manunggu lamo dalam panyajian makanannyo. Harago relatif tajangkau pulo. Untuak tampek bafoto ancak lo.","This restaurant is not just a place to eat, but also a tourist attraction. The location is very cold, the place is good, cozy, and has an eye-catching scenery. The available menu also varies and tastes good. No need to wait long for the food. The price is also relatively affordable. Great place to take pictures, too."
25753,"Lokasi mudah dijangkau, panataan restoran average, menu makanan lumayan baragam dan raso masakannyo lamak, harago tajangkau","The location is easily accessible, the restaurant layout is average, the menu is quite varied and the food is delicious, the price is affordable"
25754,"Yo serba salah memang, macet mangaluah, indak macet heran.","Well we just can't win. When there's traffic people whine, and when there's none they ponder"
25755,"Rumah makan iko talatak di jalan abdurahman saleh, tampeknyo nyaman dan barasiah, menu masakannyo banyak piliahannyo. Rasonyo cukuik lamak dan haragonyo pun sapadan jo raso masakannyo.","Thie diner is located on Abdurahman Saleh Street, it's pretty comfortable and clean, lots of options for the dishes. Tastes pretty good and worth the price."
25756,Kadang mikia baa yo rasonyo jadi padusi di gym. Banyak mas mas jo om om mancaliak. Pasti risiah dan ndak nyaman.,I sometimes think about how it feels to be a woman in a gym. Lots of guys and middle-aged men are staring. Must be very uncomfortable
25757,"Kami tibo makan ka restoran tu, maajak kaluarga akak wak. Mereka sadonyo sangaik suko kualitas masakan di siko. Kami pasan udang goreang talua asin jo rasonyo sangaik lamak samo malabiahan kualitas resto di hotel bintang limo. Sangaik direkomendasian.","We went to eat at that resto, inviting my brother's family. They all absolutely loved the food quality here. We ordered salted egg fried shrimp and the taste was better than a resto in a five-star hotel. Highly recommended"
25758,Pelayanan solaria sabana ndak mamuehan hampia di sado cabang yang ado di Jakarta. Ndak direkomendasian bana.,"Hasil terjemahan di sheet translation sudah benar, namun di sini tidak lengkap"
25759,Kawan wak malamar karajo di tokopedia,My friend applies for a position in Tokopedia
25760,Bukan cuma bisnis kaluarga. Tapi manjago kapantiangan negara dan masyarakaik tanpa mambenturan jo kapantiangan global.,Not just family business. But also keeping the country's interests without clashing with global interests.
25761,"Talatak di daerah pabukitan sahinggo udaro dan pamandangannyo sangaik nyaman, di sampiang tu tadapek babagai pilihan menu masakan nusantara, steak maupun pasta ado juo.","Located in the hills, which makes the air and views really comfortable. Aside from that, the Nusantara cuisine menu has a lot of variety, there're also steaks and pastas. "
25762,"Baik, tarimo kasih atas jawaban nan baitu lengkap dan jaleh yo","Great, thanks for the detailed and clear answer."
25763,"Ayam gorengnyo lamak, taruang gorengnyo iyo lo. Sayang nio cubo jariang gorengnyo alah abih. Oh iyo jus kefonfongonyo segar lo.","The fried chicken was good, and so was the fried eggplant. A shame that the fried jengkol was all out because I'd like to try some. Oh yeah, the kefongfong juice was also fresh"
25764,"Senin pagi memang taruih indak basahabat, mulai dari jilbab ndak rapi, jalanan macet, transjakarta arah sanayan raminyo astaghfirullah, absen talaik lewat jam 8, ndak ikuik doa pagi.","Monday mornings are never friendly, from my messy jilbab, heavy traffic, the ungodly crowded Transjakarta to Senayan, clocking in work way past 8, not attending morning prayers"
25765,"Bingik tu rasonyo ndak lamak. Bingik tu makan ati. Bingik tu sakik, kalau ndak dikecekan
","Jealousy doesn't feel good at all. Jealousy eats away at your heart. Jealousy is pain, if not expressed"
25766,"Kalabihan holycow dibanding resoto steak lainnyo adalah wagyunyo yang mantap. Favorit wak adalah wagyu sirloin steak yang dinikmati jo mushroom sauce. Rasonyo mantap. Dagiangnyo taba dan dinikmati jo butiran jaguang abuih, sayua bayam jo masih potatto. Lamak dan mantap.","What makes Holycow better than the other steak restos is their amazing wagyu dishes. My favorite has to be the wagyu sirloin steak coupled with mushroom sauce. It's so good. The thick meat goes along perfectly with boiled corn kernels, spinach, and mash potatoes. Absolutely delicious."
25767,"Hai ditha, kami informasian bahwa pambayaran sanak alah masuak ka akun rekening kami namun pamasanan indak berasil.","Hello Ditha, we are here to infom you that we have received your payment in our account. However, your ordering process is unsuccessful."
25768,"Cuma kalau bisuak nio mancari, nyo ado di rak yang dakek cream krim wardah basabarangan jo rak lotion, citra, sister.","But if you want to look for it tomorrow, it will be on the shelf near the Wardah creams, across the shelves with the Citra lotions, sister."
25769,"Resto jo konsep sauang2 yang talatak di dalam komplek perumahan. Makanan yang disajian baragam mulai dari sundanase, makanan barat, dll. udaro cukuik dingin di malam hari atau katiko ujan jadi disaranan mambaok jaket. Jalan antaro sauang manggunoan batu-batu sahinggo kadang-kadang licin katiko ujan","A resto with the concept of bungalows located within a residential complex. The dishes served vary from Sundanese, Western, etc. the air is pretty cold at night or when it's raining so it's advisable to bring a jacket. Stones are used to walk fromo bungalow to bungalow so sometimes ithey get slippery when it's raining."
25770,"Tampeknyo nyaman bana, makanannyo lamak, kopinyo lamak. Pas untuak ngumpua jo kawan-kawan atau makan malam.","The place is so cozy, the food tastes great, and the coffee is amazing. Perfect place for hanging out with friends or dinner"
25771,"Kalau kuota awak ndak baliak bisuak, awak nio berang-berang ka indosat","If my quota isn't back by tomorrow, I'm gonna be so mad at Indosat"
25772,"Tampeknyo nyaman, makanan lumayan lamak, Untuak yang nio maota lamo-lamo cocok bana ado banyak tampek lesehan nyaman bana plus udaro yang sajuak.","The place's comfy, and the food's great. If you wanna chat around for a long while, this is the place. There're lots of lesehan spots, and they're so cozy when coupled with the breezy air"
25773,Raso makanan cukuik lamak. Lokasi cukuik strategis dakek eskalator turun dan naiak mal. Sacaro kasaluruhan ancak mantap.,"The food is quite good. The location is ideal, near the mall's escalators. Overall, absolutely amazing"
25774,"Hai, yo, silakan sanak dapek mancubo lakuan pambayaran pdam di bukalapak.","Hello, yes, you can pay your water bills through Bukalapak"
25775,"Enkaolshop, tapacayo, barangnyo ancak ancak","Enka Olshop, trusted, items are all good."
25776,"Aslinyo ko basa barado di jalan karapitan setau wak, kini memenag lah tasebar di babarapo tampek di bandung. Makanannyo ndak hanyo bakso, tapi ado babarapo makanan tambahan yang lain. Untuak raso yo ndak talampau spesial. Untuak harago jo ukuran bakso di bandung cukuik maha. Ditambah palayanannyo yang kurang ancak di ciwalk.","Originally, this meatballl resto was located in Karapitan Street as far as I know, now it's true that it's spread across several places in Bandung. The food served does not only consist of meatballs, but there are other side dishes in addition. For the flavour, it's nothing too special, For the price, considering the size and price of meatballs in Bandung, it's quite on the expensive side. Plus, the service is a bit lacking in Ciwalk."
25777,"Harusnyo masih ado hak mandapekan cashback 5 juta jo caro balangganan paket iplan 500k salamo 24 bukan ni. Jo bisa lo cicilan 0% pakai cc bca, bni, mandiri, cimb niaga.","You should still be able to receive a cashback of 5 million by subscribing to the 500k Iplan package for 24 months,. You can also get 0% instalment using BCA, BNI, Mandiri, or CIMB Niaga credit card"
25778,Ndak manyasa juo makan di solaria tampeknyo barasiah dan cocok untuak kaluarga juo. Makanan capek kalua siap dipasan.,I don't regret eating at Solaria. The place's clean and perfect for family meals. The food also comes out quickly after ordering
25779,Tanggaan dari keanggotaan polisi se. Daripado jadi parusak namo baik korp.,Just kick them out of the police already. Rather than giving the corp a bad name.
25780,Manyasa tadi ka toko tu. Malah bali hal-hal nan ndak ka tapakai. Cuma dek lapa mato jadi bali:,I regret getting in that store. I ended up buying things I'll never use. It was really an impulsive buy from my part.
25781,"Makan di tapi jalan, makanannyo indak lamak, palayanan indak rancak, harago maha.","Ate on the roadside, unappetising food, bad service, too expensive"
25782,Untuak maajuan karajosamo/sponsorship ibu elsa dpk mahubuangi: Pt. Bank mandiri persero tbk corporate secretary,"To request for a collaboration/sponsorship, Ms. Elsa can contact: the Corporate Secretary of Mandiri Bank, Ltd."
25783,Produksi lah liak indoi goreang sate. Dicari-cari alah ndak ado. Rasonyo lamak beda jo raso sate merk lain,Please produce more Indomie Goreng Sate. Been looking for it everywhere but still nothing. The taste is so good and different from sate flavours from other brands.
25784,Pagi pagi nio berang jo sinyal telkomsel.,Early in the morning and Telkomsel's signal makes me wanna go mad.
25785,"Antriannyo lamo, makanannyo pun lamo juo dan raso makanannyo pun biaso se dan maha","Queue takes so long, food takes so long, too, and the taste is just average with a ridiculous price."
25786,"Parah bana xl kini ko bantuaknyo, harus ganti provider lain cuma maha kualitas buruak","My God XL is so horrible now. Time to switch providers. High prices, low quality"
25787,"Kereta mutiara timur malam, sby - bnywangi eksekutif tapi kursi kumuah bana. Ndak sasuai jo harago yang maha bana, kecewa bana","The night Mutiara Timur train from Surabaya - Banyuwangi. It's executive but the seat is really gross and dirty. Not worth the luxurious price, absolutely disappointing"
25788,"Awak mamiliah tampek makan di sauang jo pamandangan sawah mamasan nasi timbel komplit, sarabi oncom jo colenak pasanan datang ndak harus manunggu lamo. Hanyo sajo awak kacewa jo surabinyo. Di lua ekspektasi wak. Ndak lamak.","I chose this eatery in Saung with a ricefield view and ordered the complete Nasi Timbel, Surabi Oncom, and  Colenak. The order was served without waiting too long. Only disappointed with the Serabi. Below my expectations. Not delicious."
25789,Buruak bana palayanan pos indonesia kini ko,Pos Indonesia's services are so pathetic nowadays.
25790,"Iko indihome wak gangguan lo liak ko. Awak sadang ado karajo tibo-tibo putuih, merah kijok-kijok, baru saminggu elok wifinyo, alah gangguan liak. Indihome telkom kini banyak gangguan yo, bayia salalu maha, mengecewaan bana.","My Indihome got some problems again. I was working when all of a sudden the connection was cut, my modem blinked red, the wifi had only been fine for a week, and then it got issues again. You've got a lot of problems lately huh, Indihome Telkom? Bill's always high, but still disappoints."
25791,"Manuruik wak bebek garang ko punyo varian menu bebek yang cukuik banyak. Wak suko paduan antaro bebek jo ladonyo, rasonyo pas. Untuak harago kisaran 20 - 30 ribu dan menuruik wak cukuik sapadan jo raso dari makanan di siko.","In my opinion, this Bebekk Garang has plenty of duck menu variants available. I like the combination between the duck and the Sambal, the flavour is just right. The price ranges from 20-30 thousand and I  believe it to be a reasonable price for the food here."
25792,"Cocok untuak patamuan, acara nikah, pamotretan. Suasananyo tanang, santai, sajuak.","Perfect for meetings, weddings, and photoshoots. The atmosphere is calming, soothing, and cool"
25793,Satiok kali ka siko awak nio balamo-lamo dan indak nio pulang capek. Palayanan nan ramah dan tampek nan nyaman.,"Every time I come here, I just wanna stay here for a long time and not go home. The service is hospitable and the place feels just like home."
25794,Restoran ko manyajian masakan bali yang banyak modifikasi sahinggo takasan disesuaian jo lidah konsumen nan bukan urang bali. Tigo photo nan awak lampiran tu adolah makanan nan kami pasan.,"This restaurant offered many highly modified Balinese cuisine that felt like they were more tailored towards the customers, most of which weren't native Balinese people. The three pictures we attached are of the food we ordered."
25795,"Kalau di banyak tampek steak mambutuahan wakatu lamo sabalum panyajiannyo, di tampek ko manuruik wak labiah capek dan sasuai jo lidah maupun jo dompet awak. Awak pernah manunggu kawan sampai 2 jam di siko, tapi ndak taraso dek makanannyo mambuek wak lupo wakatu. Hehe","Where most steakhouses would take quite a long time to serve the food, here the steak came out rather quickly, in my opinion and it was perfect, both for my palate and my wallet. One time I was waiting for my friend for 2 hours here, but I didn't feel that long because the food made me lose track of time. Hehe"
25796,Kalau nio bali ubek pai se ka kimia farma nan ado di ujuang jalan tu,"If you wanna buy some meds, just go to Kimia Farma at the end of that street."
25797,Palajaran matematika anak sd kini payah payah,Elementary graders' math lessons are now really difficult
25798,Restoran di siko taruih panuah dek lataknyo yang strategis di pintu masuak mal. Raso bubua cukuik lamak. Proses panyajian dari order sampai panghidangan cukuik capek pulo.,This restaurant's always packed because of its ideal location near the mall's entrance. The porridge tastes nice. The ordering and serving process are also pretty fast.
25799,Iyo dek wak sadang galau uni mako dari tu buek story mode tu,"I can't help it, I was feeling blue so I made that kind of story"
25800,"Untuak nan sadang ka cirebon dan cari tampek nan lamak parkirnyo dan makanannyo [aralu capek, labiah ancak ka siko karano lueh dan suasano nyaman","For those going to Cirebon and looking for a nice parking spot and quick-service food, it's best to come here since the parking spot is spacious and the atmosphere is comfy."
25801,Mm sadiah lah kalau ka siko taruih manunggu: Mienyo padeh bana. Hehe bangkunyo juo tambahan lah bia ndak manunggu,"Mm, kinda sad to have to wait every time I come here. The noodles are hella hot. Hehe, maybe add more seats in so we don't have to wait, y'know."
25802,"Emang faktanyo kami punyo banyak tanah di siko, nio apo ang?! dek itu karajo lah bia bisa banyak pitih mode kami-kami, jan hanyo pandai maupek se","But the fact is, we do own lotsa land here, whatcha gonna do about it?! Just work hard if you wanna be rich like us, don't just mock us all the time "
25803,Restoran The Valley ko pamandangan ka kota nyo nomor 1. Manikmati suasana malam hari jo lampu kijok-kijok indah bana.,The Valley restaurant has the number 1 view of the town. Enjoying the night vibes with twinkling lights is amazing
25804,"Kalau ka semarang wajib makan mi kocok ko, menuruik awak paliang lamak. Walaupun tampeknyo dipinggia ruko, dan untuak makannyo harus usaho mandapekan bangku, tapi layak bana kalau dibandiangan jo rasonyo. Kuliknyo banyak, kuahnyo gurih bana dan mienyo leba jo tipih. Haragonyo murah lo. Teh paliang lamak mie kocok di semarang.","When you're in Semarang, you gotta try this mie kocok. I think it's the best . Even though it's on the edge of the shop buildings and you gotta find your own seat, the taste is so worth it. They got a lot of cow gravel, and the tasty broth really goes well with the thin and wide noodles. It's also dirt cheap. For sure, he mie kocok is the best in semarang"
25805,Maliang nan subananyo alah di pastian banamo lulung,The thief that has already been confirmed to be someone named Lulung.
25806,"Memang yo kayaknyo awak indak ditakdiran manikmati indomie goreng, padahal maabuih minyo se. Bisa-bisanyo talampau kambang.","Bruh, maybe fate just doesn't let me have a good Indomie Goreng, even though it's just a simple act of boiling noodles. How could you make it too soft?"
25807,Nike mangaluaan produk sapatu tabarunyo,Nike has released their newest shoe product.
25808,"Wakatu awak ka restoran itu, palayanan mandatangi awak dan batanyo untuak bara urang.","When I went to that restaurant, the waiter came up to me and asked me for how many people I wanted the table to be."
25809,Roti bakar duti ko alah ado sajak dulu di siko. Rotinyo biaso se sih. Cuma menu piliahannyo banyak bana. Apo se ado. Sampai kadang binguang lo nio piliah nan isi apo. Ado jua bubua lo. Okelah.,"Roti Bakar Duti has been around for a long time. Even though the bread is nothing special, there's a lot of variety. Pretty much everything is on the menu. Sometimes I don't even know what fillings to choose. They also have porridge. That's also pretty good"
25810,"Kuota jadi abih takureh untuak mancaliak foto-foto nan hanyo mambuek awak iri, makanan lamak-lamak yang buek lapa","My quota is drained dry just to see photos that make me jelly, and delicious food that makes my mouth water."
25811,"Awak suko bana makan di restoran ko, menu masakannyo baragam, rasonyo lamak, haragonyo ndak talalu maha.","I really love eating in this restaurant. Varied menu, awesome flavours, and not really that expensive."
25812,Kurang pas kalau bakunjuang ka banduang tanpa mancicipi batagor. Batagor burangrang adalah salah ciek nan rasonyo lamak dan sausnyo pun gurih.,You haven't visited Bandung if you haven't tasted any Batagor. Batagor Burangrang is one of the best when it comes to tasty batagor and exceptional sauce.
25813,"Nan makan rami, antri, menu masakan, masakan standar mode di rumah. Raso bioso se. Harago ndak sasuai jo kualitas raso.","Packed with customers eating and queuing. for the menu, its standard is just like home. Nothin' to write home about  as far as flavour is concerned. Quality of taste is not worth the cost."
25814,"Awak bisa kecekan iko adalah resto nan cocok untuk kaluarga. Sambia istri awak balanjo oleh-oleh, awak bisa manikmati makan siang di resto ko. Anak anak awak bisa bamain di tampek bamain jo tiket nan murah.","I can confidently say that this resto is perfect for families. While my wife is buying souvenirs, I can enjoy my lunch in this resto. My children can also play around in the playground thanks to the affordable tickets."
25815,"Tampeknyo rami bana, makanan bavariasi. Desian dan lingkungan nyaman. Udaro sajuak, banyak tampek bamain anak.","What a crowded place, food's varied. Comfortable design and environment. Cool breeze, lots of children's playgrounds."
25816,"Jadih uni, bakanan manunggu untuak kandala di provider telkomsel ka direspon dek rekan kami.","Alright, please wait for our team to respond to your issues regarding the Telkomsel provider."
25817,Ibo personil ungu kini sepi job gara-gara ditangga pasha,"Poor Ungu personnels, can't find a gig after Pasha left"
25818,"Kalau ado pulsa sagudang, akan maaktifan wifi untuak sadolah urang bia bisa internetan","If I have a ton of phone credits, I will activate my hotspot so that everyone can access the internet."
25819,Menkeu manyampaian bahwa lamahnyo rupiah labiah bapangaruah ka defisit transaksi bajalan,The Minister of Finance states that the weakness of Rupiah holds more influence towards the current account deficit.
25820,"Pagi pagi di tol cipali alah macet parah, buek kesal se ko",Early in the morning ...
25821,"Pakaro pagantian rekening utuak pambayiaan autodebet BPJS, Bapak Luqman bisa pai ka kantua cabang Bank Mandiri pangajuan autodebet kini yo. Untuak dapek dilakukan tutuik rekening talabiah dahulu.","Regarding the account change for the BPJS autodebit payment, Mr. Luqman may come to the branch office of Bank Mandiri for the corresponding autodebit proposal. We will close the account first and foremost."
25822,Oto yang sahari-hari dipakai jeje adolah merk toyota dan bawarna krem.,The car Jeje uses for her day-to-day activities is a cream-coloured Toyota
25823,"Suasana sawah dan pagunuangan, ado wine cellarnyo. Tapi makanannyo maha, harusnyo kualitas bisa labiah ancak karano restoran sarupo di bandung kini alah banyak","Has a nice atmosphere, what with the ricefield and mountain, they even got a wine cellar. But the food was too expensive. The quality could've been a lot better especially since there're tons of deteriorating restaurants in Bandung right now."
25824,Paliang kesal kalau ado urang maota di jalan sambia motoran apolai kalau jalannyo sampik,"My biggest pet peeve is when people are chatting while riding on their motorcycles, especially if the road is narrow."
25825,"Pelayanan kurang aktif dan indak ramah serta kurang bisa manjalehan menu makanan nan ado, sahinggo tamu maraso indak diacuahan dan didiaman se.","The servers aren't very active and friendly, often times unable to explain the available menu, making the customers feel ignored and neglected."
25826,"Restoran sangaik ancak, pamandangan mahadok ka kota Bandar Lampung, sahinggo sangain ancak pas malam hari. Suasana sangaik tanang, dekorasi ruangan sangaik ancak. Awak sangaik suko tampek ko.","Really good restaurant, with a view facing Bandar Lampung city, making for a breathtaking sight at night. The atmosphere is calming, and the decors look beautiful. I absolutely love this place."
25827,Calon palamar cpns hanyo dapek mandaftar di 1 instansi dan 1 formasi jabatan,Aspiring applicants of the CPNS may only register for one institution and one position.
25828,"Makanannyo lumayan, wak order spring roll agak oily, harago hidangan utama cukuik maha. Bangunan unik tapi lokasi indak talalu rancak sahinggo tampeknyo taruih taliek langang. Saat order ancaknyo manyampaikan labiah jaleh, sabab nan tajadi pado kami, kami order 2 tapi manarimo 3 item. Palayan sangaik ramah, tapi sikap kasirnyo sagetek aneh. Mungkin awak ndak ka baliak lai.","Food was alright, I ordered a spring roll but it was kinda oily, and the main course costed a bit too much. The building was unique but the location wasn't really ideal, making the place always look empty. When you order, make sure that you say what you want clearly, because what happened to us was we got 3 items when we only ordered 2. The waiters were very friendly, but the cashier was acting a bit odd. I probably wouldn't be coming back."
25829,"Ikan gurame baka jo cah kangkuang yang dihidanganan di red dipo yang awak bali wakatu makan siang waktu bulan november 2012, rasonyo lumayan oke, hanyo sajo lado di sambalnyo dan sayuanyo mode: Timun, tomaik dan kangkuangnyo jo jeruk di es jeruknyo taraso kurang segar.","The griled gourami and stir-fried water spinach served in Reds Dipo which I ordered at lunchtime in November 2012, tasted quite okay. It's just that the chilli in the sambal and veggies such as: cucumbers, tomatoes, and the water spinach, and also the orange in the iced orange juice don't feel very fresh."
25830,Karya bakti bca finance posisi relationship officer mambukak lowongan untuak ditampekan di pakanbaru,BCA Finance offers a job vacancy via the Karya Bakti programme for the relationship officer position in Pekanbaru
25831,Makan bakso sambia maota jo kawan-kawan. Tampeknyo lasuah untuak makan. Haragonyo indak terlalu maha.,Ate bakso while chatting with friends. The place is cool for eating. The price is also not too expensive.
25832,"Di tangah proses hukum, warga tamansari bandung maadoki takanan panggusuran","In the middle of legal proceedings, residents of Tamansari Bandung face the threat of eviction."
25833,Hari ko nio balanjo di toko itu supayo bisa dapekan paralatan masak keren plus kasempatan liburan ka Balando.,Wanna shop in that store today so I can get that cool cooking utensil plus a chance to vacay in the Netherlands.
25834,"Jankan 1 jam, ngeplay stories nan hanyo babarapo datiak se loadingnyo lamo bana, indosat lua biaso.","Forget 1 hour, I can't even play stories that takes about a couple seconds without loading forever. Just amazing, Indosat"
25835,Indak bosan dan takasima. Tiok tibo ka congo kafe. Tampeknyo tanang. Nyaman. Cubo lah tibo pas malam hari. Labiah romantis. Kalau baok pasangan,Never boring and always amazing. Every time I come to Congo Kafe. The place is calming. Cozy. You should try coming here at night. It's more romantic. Especially with your loved one
25836,Haragonyo sangai tajangkau dan menu makanannyo cukuik kakinian. Tampek makannyo didekor dengan elok dan unik.,The price is incredibly affordable and the menu is hip and cool. The resto's decor is arranged well and uniquely.
25837,Tampeknyo kurang barasiah. Untuak pai ka sinan agak payah karano acok macet. Jadi bapikia duo kali kalau nio baliak liak.,The place is not too clean. Going there is a bit difficult due to frequent traffic jams. Gotta think twice before coming back here.
25838,"Tim ambo ka maadoan makan malam tema di burgundy. Daripado tasasek, ambo dan sekretaris ambo mancubo mancek tampeknyo dulu sahari sabalunnyo. Sakalian jo tes makanan. Pajalanannyo jauh bana dan naiak turun bukik. Diperparah pas kami ka sinanitu hari minggu sore sahinggo macet. Sampai di sinan sih pamandangannyo oke. Tapi layout restorannyo biaso se.","Terjemahan pada sheet translation sudah bagus, namun di sheet ini ini tidak terlihat lengkap."
25839,"Wak gunoan bb tipe 9210, wak dapek info sajak patang, dikenakan biaya gprs.","I use the Type-9210 BB, got an info since yesterday, and then got charged for GPRS "
25840,"Handphone wak lenovo, tacabua di banda pas 2 minggu baru bali, jatuah di aspal wakatu wak ngebut naiak onda sampai isinyo kama-kama, telepon genggam wak masih bisa batahan, mantaplah lenovo.","I use a Lenovo phone. It fell into the sewer just 2 weeks after buying, fell onto the asphalt when I was speeding on my bike and its parts scattered everywhere, yet this phone still survives. You're awesome, Lenovo"
25841,Batagornyo gadang-gadang dan dagianyo taraso bana. Mantaplah. Bumbunyo rasonyo lamak. Cocok kalau dijadian menu untuak makan ringan sore hari.,The batagor's huge and the meat is tasty. Simply amazing. The seasoning is spot on too. Perfect menu for an afternoon snack
25842,Sangaik panek malam ko.,So tiring tonight.
25843,Awak alah kirim email komplen karano telpon ndak masuak se taruih.,I've sent a complaint e-mail since my telephone call wouldn't go through.
25844,Porsinyo banyak kepitiang kisaran 100 ribu/porsi. Udang bakanyo lamak. Bumbunyo lamak panuah rempah. Hargo dan rasonyo basaing jo perahu seafood jalan sumatera.,The portion was plentiful. Crabs were around 100 thousand / portion. The grilled prawns are also great. The condiments were full of spice. Both the price and taste can rival Perahu Seafood in Sumatera Street.
25845,Rizal ramli mambocoran caro manstabilan harago bareh.,Rizal Ramli explains how the price of rice can be stablized.
25846,Wak sabagai warga Jakarta malu kang samo oknum nan indak batanggung jawek yang nio sweeping bobotoh,"As a Jakartan, I'm ashamed of some irresponsible people who wanna sweep the Bobotoh, man"
25847,Bali adolah salah ciek pulau nan manjadi tujuan destinasi para turis.,Bali is one of the islands that becomes the destination of the tourists.
25848,"Pajalanan nan kini ko dalam rangka urusan mancari tampek nan rekomendasi untuak klien kami. Jarak tampuah dari bandung kota cukuik jauah emang, tapi hal ko bisa tabayia jo pamandangan nan nan elok di malam dan makan malam jo makanan dan pelayanan okay.","Our current trip is to find a good place to recommend to our client. The distance from Bandung is pretty far, but it's all paid off once you see the beautifull night scenery while having great food and service"
25849,"Lokasinyo yo sagetek tasuruak di suduik sabuah parumahan. Konsep tampeknyo rancak, mode rumah di padesaan eropa jo lantai dan dindiang kayu. Salain di dalam, pangunjuang bisa manikmati makanannyo di kursi-kursi di area taman yang unik mamakai drum bakeh.","The location is kinda hidden in the corner of a housing area. The concept of this place is great, looks just like a house in a European village with wooden floors and walls. Aside from the interior, customers can enjoy their meal in the unique garden, utilizing old drums as seats."
25850,Kami manjua kabel hdmi premium 1 meter bali 2 gratis 1 di kadai Rich Com Store.,We sell premium one-meter HDMI cables. Buy 2 and get 1 for free in Rich Com Store vendor.
25851,Ndak nio tau. Baliakan pulsa awak. Iko namonyo parampokan. Paket nelp kalian pun parampokan. Baru ko awak komplain.,I don't care. I want my phone credits back. This is a robbery. Your telephone package is also a robbery. I just complained about it.
25852,Daun mampunyoi bamacam jenis bantuak.,Leaves come in a variety of shapes
25853,"Wak jo keluarga mancubo basantap di karamba resto karano sopir oto sewa kami marekemendasiannyo. Kami memang tibo di tampek agak malam sakitar pakai. 21 meskipun restoran alun tutuik atau basiap-siap ka tutuik, namun beberapa menu alah abih. Bahkan ibu jo laki wak mamasan nasi timbel yang sayua asamnyo alah abih dan dituka jo sup sayua oleh pihak resto. Indak banyak pilhan nan bisa kami piliah. Kurang rekomendasi.","Me and my family tried eating in Karamba Resto because our rental car driver recommended it. We did arrive kinda late at 21:00. Although the resto wasn't closed or preparing to close yet, some of the menus were already out. My mom and husband even had to order nasi timbel without the sayur asem since it's out of stock. It was replaced with sup sayur by the resto's staff. We didn't have many options to choose from. Not recommended."
25854,"Barubah status jadi universitas, bsi maadoan seminar motivasi","After getting officially acknowledged as a university, BSI held a seminar on motivation."
25855,"Rumah makan zaman dulu tapi raso tatap samo lamaknyo, ayam jo nasi kreceknyo lamak bana, kadang den singajo bali untuak bungkuih ka rumah","A diner that has existed since a long time ago and yet the taste is just as delicious as it used to be, the chicken and krechek rice are very delicious. Sometimes I even would go out of my way to take some back home to enjoy later."
25856,"Agak kesal jo kalau tiok hari lewat sinan taruih. Sampik, duo arah, macet alah jadi makanan sahari-hari","Needing to pass that street everyday is kinda irritating. The narrow, two-way street and its traffic jam have become an everyday occurrence at this point."
25857,Adiak wak ditarimo di teknik lingkungan ITB,My younger brother got accepted in ITB's Environmental Engineering Faculty.
25858,"Tolong capek tindaklanjuikan aduan awak, sabalum korban meretas gopay jadi batambah.","Please follow up my complaints ASAP, before there are more victims of GoPay hacking"
25859,Menu utamo andalan mereka adolah ayam betutu nan dapek dipiliah variasi rasonyo mulai dari indak padeh sampai sangaik padeh. Salain ayam pulo ado bebek betutu jo variasi raso yang samo.,"Their signature main dish is the betutu chicken, with flavour variations ranging from mild to really spicy. Aside from chicken, there's also betutu duck with the same flavour variations."
25860,Indak pernah bisa ngecek kato-kato kasa ka pasangan walau tujuannyo bagarah/ memang sadang berang bana saking respeknyo wak ka inyo,I never say rude things to my partner even for a joke / when I'm really angry because I respect him that much
25861,Patang mereka mandaftar beasiswa djarum,"Yesterday, they applied for the Djarum scholarship"
25862,Kak adit awak pasan indominyo ciek,"Kak Adit, I'll have one Indomie, please."
25863,"Oh iyo diketerangan kan note 3 pro, baakok nan dikirim note 3 yo, kecewa juragan","By the way, the description said Note 3 Pro, but what I got was Note 3. What a letdown, man"
25864,"Kilaki antak warga jo oto di Prancis, 2 luko-luko","A man ran over some people with a car in France, 2 injured."
25865,"Awak panasaran nio makan di siko. Katiko pasan, suaro uda-udanyo lambek bana ndeh indak jaleh ngecek apo do blupub blupub gitu haha. Awak mamasan mi ayam 2baso ekstra, pacar wak mamasan bakso urat soun. Indak lamo tibo pasanan pacar wak dan ruponyo indak sasuai jo ekspektasi.","I was curious and wanna eat here. When I ordered, the owner's voice was so low, oh my God. I coudn't tell what he was saying, it just sounded like ""blubup blubup"" haha. I ordered chicken noodles with 2 extra meatballs while my partner ordered bakso urat soun. Not long after, the order for my partner was served and it was below our expectations."
25866,Kawan wak karajo di gojek,My friend works at Gojek
25867,"Yo, awak alah mahubuangi via halo bca. Tapi taputuih taruih dan pulsa wak tapotong banyak kalau telepon baulang-ulang!","Yes, I've called via Halo BCA. But my connections got cut off multiple times and my credits would run out if I kept calling over and over!"
25868,"Suasano sajuak, hijau, manyagaran dan sangaik cocok untuak refreshing pas kabur dari rutinitas. Untuak makanan nan maha manuruik wak bukan masalah karano lokasi nan rancak labiah paralu.","Cool atmosphere, green, refreshing, and perfect to unwind and escape from mundane routines. As for the expensive food, personally it's not really a big deal because the great location matters a lot more."
